content,subcategory,category
"I applied for a job online, and a company contacted me almost immediately. It was a 'customer service representative' role, work from home, perfect for me.  They offered a good salary and benefits.  They sent me a 'contract' and asked me to pay for my 'training materials' - a fee of 750 rupees.  It seemed a bit unusual, but they said it was standard practice.  I paid it, eager to start working.  Then, they stopped responding to my emails and calls.  I realized I'd been scammed out of 750 rupees and my hopes for a new job. I felt angry and disappointed.",advance_fee,Financial Crimes
"I received a text message saying I'd won a 'mobile phone prize' from a promotional contest.  I vaguely remembered entering some online quiz.  They said to claim my prize, a brand new smartphone, I needed to pay a 'delivery and handling fee' of 200 rupees.  It seemed like a small price to pay for a new phone.  I paid through a mobile payment app.  Naturally, the phone never arrived, and they stopped responding.  It was only 200 rupees, but it was the principle of being tricked that annoyed me. I should have known better.",advance_fee,Financial Crimes
"I was contacted online about a 'business opportunity' - becoming a distributor for some 'health and wellness' products.  They promised high earnings and flexible hours.  They said I needed to buy a 'starter kit' for 2000 rupees to get started.  It sounded like a good way to earn extra income from home.  I bought the kit, but the products were low quality and hard to sell.  The promised support and training never materialized.  I was left with a box of useless products and 2000 rupees poorer.  It was a pyramid scheme disguised as a business opportunity.",advance_fee,Financial Crimes
"I saw an advertisement for a 'scholarship' for online courses. I wanted to upgrade my skills, and this seemed like a great opportunity.  They said I was eligible but needed to pay a 'registration fee' of 500 rupees to secure my place.  It was a small amount, and I was keen to learn.  I paid it, but then they asked for more money for 'course materials' and 'certification.'  I started to suspect it was a scam.  I researched online and found others who had been tricked by the same 'scholarship.' I lost 500 rupees, but thankfully, I didn't pay any more.",advance_fee,Financial Crimes
"I got a call from someone claiming to be from a 'government housing scheme.' They said I qualified for subsidized housing but needed to pay a 'registration fee' of 1200 rupees.  I've been struggling to find affordable housing, and this sounded like a lifeline.  I paid the fee, hoping it was real.  They promised to contact me within a week.  Weeks turned into months, and I never heard from them again.  I went to the government housing office, and they confirmed it was a scam.  I felt so desperate and foolish for believing it.",advance_fee,Financial Crimes
"I received an email saying I'd won a 'luxury vacation' in a prize draw. I don't remember entering, but the idea of a free vacation was exciting.  They said to claim my prize, I just needed to pay 'taxes and booking fees' of $300.  It seemed like a good deal for a luxury vacation.  I paid the money online, but then they asked for more fees for 'insurance' and 'upgrades.'  That's when I realized it was a scam.  I lost $300 and my dreams of a free vacation. I felt so disappointed and gullible.",advance_fee,Financial Crimes
"I was looking for a rental apartment online and found a great deal. The landlord seemed nice and professional in emails.  He said to secure the apartment, I needed to pay a 'holding deposit' of one month's rent, which was 5000 rupees.  I was so relieved to finally find a place. I paid the deposit through online transfer.  When I went to the address to get the keys, the apartment didn't exist.  The landlord had disappeared.  I lost 5000 rupees and was left homeless.  It was a terrible experience, and I felt completely violated.",advance_fee,Financial Crimes
"I got a message on social media from someone claiming to be a 'talent scout.' They said I had 'potential' to become a model and offered me a 'modeling contract.'  It was a dream come true for me.  They said I needed to pay a 'portfolio creation fee' of 1000 rupees to get started.  I was so excited, I paid it without thinking twice.  Then, they asked for more money for 'photoshoots' and 'agency fees.'  I realized it was a scam when they became pushy and aggressive.  I lost 1000 rupees and my dreams of becoming a model.  I felt naive and heartbroken.",advance_fee,Financial Crimes
"I received a letter in the mail saying I'd won a 'sweepstakes prize' - a new car.  It looked very official, with logos and seals.  They said to claim my car, I needed to pay 'processing and delivery charges' of $400.  A free car seemed incredible.  I sent the money through a postal money order.  Of course, the car never arrived, and the letter was a fake.  I lost $400 and felt like an idiot for falling for such an obvious trick.  I should have known better.",advance_fee,Financial Crimes
"I was browsing online job boards and saw an ad for a 'mystery shopper' position.  It sounded like fun and a way to earn some extra money.  They asked me to apply and sent me a 'job offer' quickly.  They said I needed to pay a 'registration fee' of 300 rupees to get started.  It was a small amount, and I was curious.  I paid it, but then they asked for more money for 'training materials' and 'assignments.'  I realized it was a scam when they kept asking for more and more money.  I lost 300 rupees and learned a lesson about online job offers.",advance_fee,Financial Crimes
"I was contacted by a 'financial advisor' online who promised 'guaranteed high returns' on investments.  He said he had a 'special investment opportunity' with low risk and high profit.  He said I needed to pay an 'initial investment fee' of 1500 rupees to get started.  I was looking for ways to grow my savings, and this sounded appealing.  I paid the fee, but then he kept asking for more money for 'brokerage fees' and 'management fees.'  I realized it was a scam when he became evasive and wouldn't provide any proof of investments.  I lost 1500 rupees and my faith in online financial advisors.",advance_fee,Financial Crimes
